id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
21947,22,5,2018-05-24,"Very excited to have finally gone here. I'd been asking the boyfriend pretty much every time I visited and just decided to go on my own. I ordered the Bonzilla. It really is like a giant sushi roll in burrito form. AMAZING. 

The people behind the counter were really nice so that's a plus too. I ordered my food to go and it really only took about 5 minutes to get. 

I'll be going back many times.",1,0,0,0
21948,34,5,2019-04-10,"UPDATE: 4-10-19
Okay, now I have been here five or six times and every single time it's been a great experience. Whether coming through the drive-through or dining in my experiences have been great.
Staff working here are friendly and knowledgeable and super helpful. Place is immaculate and there's more meat on the Gyros than I can describe. The place is great!


I have come here 2 times and enjoyed the food both times. I got a basic Original Gyro. Really good. Best I've had in years. 
80/20 Beef to lamb ratio. Great seasoning and sauce. Big portion. Priced rI will start trying the others now each week.",1,0,0,0
21949,27,4,2017-09-23,"Big fans of Zen Bento & Yokozuna, my husband and I were hesitant to try this out because we had such high expectations. But boy, are we sure glad we did!  

Food: Super simple offerings to include chicken, beef and tofu bowls & salads. I like the half & half beef and chicken bowl. I love that they weigh their protein as they add it to your bowl to ensure you get what you pay for. The bowl with the 5oz portion is perfect for me! 

Drinks: soft drink choices. 

Atmosphere: clean and bright. Pretty limited seating, but not too busy in the off times. 

Service: EXCEPTIONAL. The dude behind the counter was helpful and friendly. He made us feel welcome and explained the choices. Impressed. 

Happy Hour Offerings: n/a

Healthy Hack: order cabbage salad & veggies instead of rice for a less carb/calorie bowl. 

Tips: make it your own. The options are limited but they're flexible! I'd love to see a peanut and/or thai sauce added to the sauce list.",1,0,0,0
21950,34,5,2018-07-09,Surprised but the flavor and great pricing! My ultimate gyro was packed with meat and flavors! Kids loved the pita melt as well. Even tried and breakfast gyro (served all day) and so yummy plus great service!,1,0,0,0
21951,23,5,2019-03-01,"Under new Management. Cleaner, Friendlier, a better. Experience then before . Food taste great quality went up. Give it another chance . I am so happy it has turned around..",1,0,0,0
21952,22,5,2017-01-13,"Love the Bonzai and Norwegian burritos!  they are more filling than you think. Add a tokyo salad to a burrito, and it's a full dinner.",1,0,0,0
21953,32,1,2018-06-25,"This location was absolutely unacceptable. After waiting for 5 minutes in the drive thru, no one greeted us, so we backed out and went to the other side. The lady taking the orders was underwhelming, to say the least. We wanted a chocolate milkshake, she said they only had vanilla (k, no big deal). Then we ordered some wings, funnel sticks and mozzarella sticks. She told us to pull to the picnic tables. Had no idea where to park. We sat in a spot for 10 minutes then went to the first side of the drive thru and say again for another 5 minutes. She handed us the food. The funnel sticks had zero powered sugar (whatever. We have powdered sugar at home). 

But when we got home, we realized the wings were RAW. 
Please at least check your food before you eat from this place.",0,0,0,1
21954,24,5,2018-10-09,Perfect place to order from when you're in the middle of a long library study session. They deliver freakily fast ;) and the food is always great quality. I love their freshly made bread!,1,0,0,0
21955,23,2,2018-11-10,"Ugh. Disappointed, AGAIN. So frustrated with this location...so inconsistent!!...but it's the closest one to home and work..
Ordered delivery today, which was an exciting new feature. No problem with the quick delivery service through Door Dash. Good job here. Food itself was good. Chorizo was delicious. 
The boyfriend ordered a salad with barbacoa...second time in a row that the lettuce was non-existent! It looked like a bowl of mush. 
I ordered chorizo tacos. I ordered hard shell...was given soft tortillas. 
Ugh. Tried calling the store 2x to talk to a manager.  Phone just rang and rang. 11/10/18 @ 2:10, 2:15 PM.
Really disappointed...this location has taken a nose dive.",0,1,0,0
21956,26,1,2018-11-11,"This Pizza Hut is absolutely horrible! We called ahead for pick up and Tingi, the cashier told us 20 minutes. When we arrived we were about to pay when she had a smirk on her face, my husband asked what was funny and she said our pizza was not ready yet and said it would take another 20 minutes. The waiting area was full of people, one woman which ordered a PERSONAL PIZZA WITH JUST CHEESE said she had been waiting an hour after calling ahead. I don't mind waiting but be honest with how long it's going to be and don't lie to people. Every person that came in and called ahead was told 20 minutes. Horrible employee and horrible customer service. We ended up leaving, ordering from another Pizza Hut that delivered to our home that arrived faster.",0,1,0,0
21957,32,5,2018-04-24,"Our go-to Rally's. It's a fun game we like to play where we guess if their ""system is down."" Translated, this means:  the workers are too high to serve food, but it's all part of the true Rally's experience. No night out on the town is complete without stopping by the 38th street Rally's and ordering a chicken bites box of a $4 meal deal. You just can't beat the value and taste of Rally's, regardless of the occasional system issues that prevent you from ordering the deep fried goodness. But, the denial and anticipation make the next Rally's meal taste that much sweeter. Don't sleep on the grilled hotdog!",1,0,0,0
21958,34,2,2018-03-31,"I used to go to the shack on Fairview, but this one is closer.  I may start driving the extra distance. The gyros here are smaller and the pitas have been dry and tough.  Last time I was there the said they weren't hooked up to rewards yet so they took my phone number. Today, they said they weren't doing the rewards program. Too bad. Would have been nice to have one so close.",1,0,0,0
21959,33,1,2019-01-17,"Had a midnight craving last night but so regret it this morning. I feel terrible with both indigestion and diarrhea, someone must have forgotten to wash their hands but by the look of the employees I should of known better.",0,1,0,0
21960,24,5,2016-08-31,"Love love Jimmy Johns. This locations is super close to work and of course as always. Freaky fast!!  I submitted my order online for my slim turkey with provolone and avocado spread added at 11:15am exactly and they were at my office at at the Washoe County Admin Complex by 11:29am. Perfect!! 
I'm very lucky to have the Jimmy Johns at Legends to be within delivery range from my house too so I get their freaky fast convenience anytime I want.",1,0,0,0
21961,30,5,2019-01-01,This McDonald's was quick and had clearly just been renovated! Very clean and the people working were nice. Service was immediate. They have kiosks to order your food at as well for quick service. One of the best McDonald's I've ever been to.,1,0,0,0
21962,32,1,2019-02-24,It's unreal how slow the service is if you go to the window. They will literally serve 14 people through the drive through before you get your food waiting outside. Never go to the window if you're expecting to eat in a timely manner. Absolute garbage,0,0,0,1
21963,22,5,2018-12-21,"I order this place constantly! They get my order right every time, it's affordable, and it tastes amazing! Sushi is normally very overpriced, but as i said before, this is very affordable. The staff is very patient and kind too! The first time I ordered from there, I had a few questions, and they happily answered. Love this place!!",1,0,0,0
21964,23,5,2016-05-29,"This has always been my location of choice. The atmosphere, not just in the Chipotle itself, but the surroundings were comfortable and clean feeling. After eating, you could walk around and check out the other shops, maybe get some frozen yogurt (if you can handle it after the behemoth sized burrito). I know that in the past there haven't been many amazing reviews for this location, but I have noticed a lot of staffing changes each time I've been there, so I do believe they are taking the right precautions to hire a lively and competent crew to ensure 100% safety, cleanliness, and great customer service. They work well under pressure at this location (especially when dinner Rush has begun). My food is always fresh tasting, well spiced, and filling. The staff is always a pleasure to be around. Last night, I was helped at the register by an employee named Kelly who was by all means the most hospitable and genuinely wonderful person. You could tell she actually enjoyed having a conversation with the people she met, and wanted to be as inviting as possible. They were in the process of training someone while my food was being prepared, so the burrito I got wasn't SUPER tight and put together like it usually is, but still tasted awesome and was very worth the money. Just to be sure I was alright with my meal, Kelly did apologize and asked me if I was alright with my food (it really wasn't that bad but I appreciated the acknowledgement and concern). The staff immediately corrected the girl in training and explained how to do it properly. She then made my girlfriends meal which turned out perfectly. All in all.. Great location, great experience, great staff, delicious food.",1,0,0,0
21965,27,2,2018-07-04,"Eh. Ok stir-fry quality food on a bed of rice. There's nothing particularly bad about it, but nothing great, either. Neither the ambience nor the service made up for the unremarkable and slightly overpriced fare.",0,1,0,0
21966,22,5,2017-02-09,I could eat their sushi burritos for the rest of my life everyday and be perfectly content with it,1,0,0,0
21967,29,1,2019-02-04,"I guess the clerk at this location was not an early morning person?  I got to the drive thru window at 6:15 a.m., the voice said what do you need ? I ordered a small coffee and two breakfast sandwiches.  She collected the money without a good morning or smile.  At the grill with the same gloves she collected the cash with?? prepared my sandwiches. She was the only person I could see when I looked in the window.    I asked for a refund and just coffee, she got upset. I said forget the coffee just give me a full refund.  without a question of why or what can I do to make this experience better, she shut the window and later gave me my refund.",1,0,0,0
21968,35,1,2018-10-31,"SLOW - SLOW - SLOW - SLOW
It took over one hour to get my food - even after I complained and had to serve myself.",0,1,0,0
21969,21,2,2018-06-16,"Absolute rip off. Their tacos are SO SMALL and the worker very sloppily made them, they are almost inedible because they fall apart. Save your money and go somewhere else",1,0,0,0
21970,22,5,2017-09-30,"Bon Bon Sushi has a genuine quality that is rare. Their sushi is excellent and original. Their service is humble, efficient and friendly. All and all a rare gem.",1,0,0,0
21971,25,1,2016-09-18,Tried to get through the drive through on foot and trying to buy a homeless man food and  we're told that it is against code to serve us of we were not in a vehicle.  Ok.  But we're from out of town  and do not have a car. They did not care.  Ok....checking get it to this rule...,0,1,0,0
21972,25,1,2016-05-30,"Worst White Castle in America. I travel a lot. When I put my order in she cut me off halfway so I pulled up to the window to finish my order and she was all mad throwing stuff, Slamming the window and texting all her friends while taking other people's orders. she got mine  wrong... And the Line was super long so I just trashed it.",0,1,0,0
21973,24,5,2019-03-01,"This was a while back but the owner messaged me and then gave me a call and offered me a free Sando, That's a real stand up move in my book sorry it took so long to hit ya with a proper rating. Keep up the customer service it's what's saving the business. Foods always tasty just make sure you they get their order right. 
And Give the Delivery guys a raise!!",1,0,0,0
21974,27,5,2019-02-07,"Great food! Great service and the owner is awesome! The establishment is kept clean and a better healthier option if you're craving some food but not ""greasy"" styles of food!",1,0,0,0
21975,24,4,2017-01-25,Food was good and nice staff. Close to home and clean store. I will come again. The tuna sub was very good . I will telling my friends about this store.,1,0,0,0
21976,31,4,2019-09-06,"The only reason I give it a 4 is because of appearance.  I travel nationally for work and have for 20 years, I'm a professional at eating out.  I always prefer to eat at a local place and they can be hit and miss, this was a huge hit.  Burger was stellar and onion rings were also on point.  I'm staying in a hotel and it was in walking distance so I hit it and was delighted.  It appears to be an old hardee's or Wendy's or something the outside is far from delightful, the inside was clean enough (as clean as any burger/fast food joint other than chick fila) and there was only one other person in there eating, from the looks of it it wasn't worthy but I'm very glad I had few other options.  If you get a chance and like good homemade tasting burgers on the cheap hit them up, great food, good service!!  Would eat again if I'm ever back here.",1,0,0,0
21977,32,1,2018-10-08,Seriously don't even bother. Every time I've gone to this rallys the order has been wrong and the employees are rude. There's not much more to say than that. Just stay away.,0,1,0,0
21978,33,1,2018-10-04,"This location needs to be sued for blatant misrepresentation. Just like the national advertising campaign and the prominent signage displays, it's $1.00 checker burgers being served. I wait through the drive through line and place an order for two sandwiches. I couldn't hear the vocal reply so when I finally approach the window he says &3.21. This Checkers apples cheese to force an up change. Being lactose intolerant I said I didn't order any cheese. The server mumbled something about management denying the order and I drove off.",0,1,0,0
21979,30,1,2019-09-05,"Refusing to help customers and forcing them to use your clunky kiosks is not good customer service.  Having the kiosks as an OPTION for customers who choose to use them is fine,  but I'm not your employee.  Just take my order. The fact that the only way you can get customers to use these terrible kiosks is by refusing to take their orders should tell you just how much of a failure they are.",0,1,0,0
21980,27,4,2017-06-27,"They have a pretty simple menu to order from. You pick a |size|: mini, regular, or plate; |base|: white/brown rice and veggies, or white/brown rice, veggies, and salad; then |protein|: chicken, beef, half & half, or tofu. I ordered chicken with white rice then put some ""magic"" sauce and triple hot sauce. It was  tasty.  My husband loved his beef plate w/ brown rice and my girls enjoyed their chicken bowls. They said it tasted like home-cooking.
It's basic but good food. This is nice sometimes when you want quick, healthy, yummy food for you & the family.
We will be back!",1,0,0,0
21981,33,1,2019-10-09,"I got here very late on the night of 10/8/2019 at 1:10 just to sit here for 10 minutes until 2 employees turned off the lights and left for the night. I then told them when they were getting in their car that I'm calling corporate tomorrow to tell them their employees decided to close an hour early tonight and the employees tried to argue with me in the parking lot about ""we don't care, call them all you want. We aren't corporate."" Every checkers closes at 2 AM whether they're corporate or not..... the 2 that were working on that night deserve fired I hate to say.",0,1,0,0
21982,35,1,2019-07-13,Worst McDonald's I've ever been to. The only reason I will go here is because it's open 24 hours. I spend between 20-30 minutes in the drive thru - IN THE MIDDLE OF THE NIGHT. I guarantee that I spend at least 15 minutes in the drive thru every time I go. Slowest and rudest employees I have ever seen and I honestly can't believe the place hasn't burned down yet because people aren't paying attention.,0,1,0,0
21983,24,5,2017-12-31,Great quick service and delicious sandwiches ! My brother got tuna and I got veggie . Thanks guys,1,0,0,0
21984,38,1,2020-03-25,"7am, lights were on, pulled up to drive thru, waited a couple minutes... nothing. Drove past the window didn't see anyone at the window, as I was driving away I saw a couple of lingering characters inside. We're they in the bathroom? Something else? I don't expect too much from bizarro world here.",0,0,0,1
21985,27,5,2017-09-20,"I'm so glad to see this in Idaho. It's fresh, healthy, and they have a lot options for sizes and the price is good for what you get. Living in Los Angeles this was my go to spot for healthy and fresh dining . I recommend getting the half beef and chicken with brown rice. The magic sauce is great and the perfect amount of flavor. This is a better option than fast food and your body will thank you for it.",1,0,0,0
21986,22,5,2017-06-25,"I ordered the Bonzilla Burrito. 

The wrap is very thin and chewy. There is rice surrounding the contents of the wrap. It is well executed: sticky and full-bodied. Teriyaki sauce speckles the rice to create a deep sweetness saltiness, and savouriness. Inside the wrap, there is smooth and creamy avocado, deeply flavorful tuna, and shrimp tempura.

The balance of the mouthfeel won me. The soft rice, creamy avocado and tuna, crisp cucumber slivers and shrimp bring many unique textures to the palate. 

The flavor profile is savoury, but also lightly sweet. The tuna give a sharp acidic spiciness that is balanced nicely by the fat of the avocado and light hint of oil in the shrimp tempura. 

At $9, the Bonzilla is a bit pricey by maybe $1, but I think the quality of the ingredients and moderate meal-size of the burrito may justify the price point.",1,0,0,0
21987,27,5,2018-08-19,"I just died and went to heaven. I am not a big meat eater by ANY means but just stopped at Flame Broiler and had help from the KINDEST employee, Kyle. He walked me through the entire experience and acted like I was the only customer he had to serve all day like, taking his time and sharing his references and the best secrets about bowls and combos and sauces. We did two bowls of the half and half dark meats and they had the BEST flavor and moisture and I honestly could have drooled over these bowls. I said yum probably fifty times as I ate my meal. Kyle is the best, these bowls are unreal and the entire experience was MAGIC. I'd recommend avocado and magic sauce on top all the way! Thanks for an amazing meal and beyond amazing customer service. Kyle is helping this business thrive!",1,0,0,0
21988,32,1,2019-10-19,"Worst Rally's! I literally ordered only a Large tropical punch slushee.... that's all. I paid and was told to pull to the side of the building to get it. I waited for 10 minutes before I finally left. I wasn't even able to request a refund because nobody came to the walk up window. $3 wasted! I had to go across the street to Church's who gave me fresh bombers, mashed potatoes, and my drink faster than Rally's could give me a bleeping slushee!",0,1,0,0
21989,37,4,2017-11-07,"I know most people would not bother reviewing a fast food place, but I have to say that this A & W has the friendliest staff and quickest service of any A and W I have been to and they are consistently providing this kind of service.  They have an attitude towards their customers that I wish every fast joint had.  Of course, the food is good and comparable to many other A & W's.",1,0,0,0
21990,36,4,2018-12-12,"It is always a pleasure going to this location.  Latonya is the best.  She i always greet you with a smile, and has pleasant things to say.  Often slow at times, the food is always served fresh and hot.",1,0,0,0
21991,25,1,2016-05-10,"I don't usually leave reviews but I feel it might save someone from making a big mistake. 

First of all, after asking twice for breakfast slider with bacon they gave me a wrong order. No surprise, after all, it is so difficult to tell apart sausage from bacon.

Secondly the hash-browns tasted like they were soaked in chemicals. Even now after couple of bites my stomach is flipping. 

Lastly, even the bread was dry like it's been sitting there with an open bag for a week. 

Do yourself a favor and avoid this establishment. 

This was my first and last time for sure!",1,0,0,0
21992,33,3,2019-08-07,"Use to be very good, go there a lot for quick pick up. but half year ago food suddenly get very very salty, new and younger employee make mistake a lot(ask for no cheese, commonly forget), recently food taste more normal again, and Texas burger is pretty good. But still, often being disappointed if I order meals(so I get 3 dollar meal, only cheeseburger so they don't messed up, forget to remove cheese still thought. the old triple cheese burger is very salty.",1,0,0,0
21993,22,4,2019-02-09,"Enjoyable, tasty, and fun...I had the Bonzilla burrito and miso soup. Very small place, only 7 seats. Ideal for takeout.",1,0,0,0
21994,40,5,2019-10-24,"They have a nice gluten free bun available and the staff is very knowledgeable about gluten and other special dietary needs.  They have a large menu and the staff will help you pick items that meet your needs.

The food is good and the service is fast and friendly.

They also have a nice outdoor seating area where nice dogs are welcome.  And they have custard!  You can pay for the custard with your order and then pick it up when you're ready to eat it.",1,0,0,0
21995,27,2,2017-06-27,High expectations lead to disappointments. Flavors were not evident in the proteins and everything was just blah. Got our food right at noon and there were only two other customers around. The employees were taking breaks at the rush of the lunch hour because they were bored. What does that tell you? Back to Panda Express.,0,1,0,0
21996,40,5,2019-06-29,Great service and always fresh food. The vegetarian burger is amazing and my favorite  don't forget the custard  especially with blackberries,1,0,0,0
21997,40,5,2019-06-06,I had the Atlantic Cod dinner just now and the fish is fried PERFECTLY! Not overly saturated in oil and the fish is ultra delicious and flaky. Friendly service and wonderful atmosphere. Happy they are local here in our community!,1,0,0,0
21998,22,5,2019-08-14,Great food and quick delivery.  I like the Spicy Tuna Rolls and Sushi Burritos.  Always get Bon Bon when in the area.,1,0,0,0
21999,32,1,2019-08-26,"Employees seem to hate their job, very nasty attitude and rude customer service. Food was cold and they couldn't get the order correct.",0,1,0,0
22000,34,5,2019-06-12,"UPDATE:  6-11-19
Bad news, the two for one on Wednesday is no more and the fries are in but I have to say they were cold and stale. That was disappointing.
I got two Gyros and they were pretty good though so they're still holding their own.

UPDATE: 4-10-19
Okay, now I have been here five or six times and every single time it's been a great experience. Whether coming through the drive-through or dining in my experiences have been great.
Staff working here are friendly and knowledgeable and super helpful. Place is immaculate and there's more meat on the Gyr then I can describe. The place is great.

I have come here 2 times and enjoyed the food both times. I got a basic Original Gyro. Really good. Best I've had in years. 
80/20 Beef to lamb ratio. Great seasoning and sauce. Big portion. Priced rI will start trying the others now each week.",1,0,0,0
22001,22,5,2019-06-06,"My favorite WC sushi place! Such yummy and affordable sushi. I usually get the burrito if I'm really hungry and it fills me up every time. The 2 for $8 sushi rolls are a great bargain too. I love watching them make them fresh with great tasting ingredients and sauces.

This time I got the tempura shrimp burrito and it was fire. The ginger miso sauce really brings all the ingredients together and I had not eaten all day so I really needed it. I would honestly pay $10-15 for this food its so good.",1,0,0,0
22002,22,5,2018-12-03,My husband and I went here for a quick lunch during the week. We ordered the 3 for $12 sushi rolls and the Bonzilla wrap (had to after reading all of the reviews). The shrimp tempura roll was tasty and we enjoyed the Bonzilla wrap. Service was quick and friendly. They have very little seating inside. We will definitely come back.,1,0,0,0
22003,21,1,2020-01-08,"Burritos have shrunk in size. Both burritos ordered were missing ingredients. Ordered the quac and chips, the chips were horrendously over salted that we couldn't even eat them. Spend your money elsewhere.",0,1,0,0
22004,23,3,2018-04-29,"Food was good, not great.  Tables were dirty and the floors were a mess.  Would not return to this location.",0,1,0,0
22005,27,4,2019-12-02,"I visit flame broiler often, and have never been disappointed, I came in this afternoon and got the same thing I usually get and have been nauseous all day ever since! not sure what the problem was today but something was off from every other time I've eaten here. A little nervous to go back.",0,1,0,0
22006,30,1,2018-06-19,"This has got to be one of the MOST UNPROFESSIONAL McDonalds that I have ever been to! The teenage employees stand around and pretend you don't exist if you try to order at the counter. The managers are just as bad, if not worse than the employees. Don't bother taking your complaints to them, they will basically put you on blast for it.

I feel bad for the few employees in there that do care about their job and are embarrassed of the rest of the crew. 

Uber Eats Orders are ALWAYS LATE or they go unnoticed. I heard one Manager say she ""doesn't care"" if these orders are missed because the are a ""pain in the a**""


You're better off going to the west gulf to bay location.",0,1,0,0
22007,40,2,2019-06-09,"I visited our new Culver's in Sahuarita this afternoon.  If you're looking for a great burger, this is NOT it. I've never had a flavor-free burger until today.  Even with everything on it!  Absolutely tasteless and it was cold.  The patties are 2.7 oz.  even a double burger is less then 6 oz!  The saving grace is the frozen custard.  YUMMY!  The fries are very good and the onion rings are VERY good - probably the best in town. Next time I want a burger I won't be dropping $14.99 at Culver's.  I will consider them a good place for dessert!  Love the custard!",1,0,0,0
22008,22,5,2019-01-04,Walked in with the wife for a quick Nosh... this was awesome..  tuna tacos were great. Had a few rolls all fresh and tasty and tried the ceviche tacos wow!!  Will repeat and great value!!,1,0,0,0
22009,23,2,2016-06-23,"I've never met a burrito bowl that I didn't like...until today. I stopped in five minutes after this location opened this morning, so imagine my surprise that my burrito bowl to-go included barely warm carnitas and barbacoa, both of which also had a dry, stringy texture.  These meats were definitely not prepared today. My guess is they sat in the fridge for awhile, and the staff had about two seconds to warm them up.  I don't mind leftovers -- in fact, repurposing food is responsible. But don't serve it to me cold when I'm expecting it to be close to piping hot. 

This is my first time visiting this location, and probably my last time, because I'm not a big fan of paying $15 for room temperature fast food. Although the burrito bowl was disappointing, the service was good. The three ladies that assisted me were all pleasant, but service alone won't convince me to spend my money there again.",1,0,0,0
22010,28,1,2018-11-19,Overpriced skimpy burgers Bobs or even Culver's is way better. I give them 1 more year before they have as many locations as Quizno's,1,0,0,0
22011,22,5,2017-09-28,Love their sushi burritos! Need i say more! Best place to have sushi burritos! Service is great and food tastes amazing! Must try!,1,0,0,0
22012,25,3,2018-05-30,"Seen these in Harold and Kumar.  They are not something one would be craving.  
They were greasy and not as good as I thought they would be like.  .Compare to the frozen ones they are worst because of the grease. 
Gotta try them once.",0,1,0,0
22013,24,4,2018-03-14,They are so quick and friendly at this location I went in between classes and the service was awesome!,1,0,0,0
22014,41,1,2019-07-28,"Save yourself a few bucks and go to the next one. And just so you know, the employees at this location are the owners (probably because they're too greedy to pay anybody else) and will charge you for two six inch sandwiches if you are two people wishing to share a footlong so that they can get extra money. We were charged $15 for a footlong sandwich and when i tried to explain that it was bad customer service she (The Indian lady) just got louder and ruder talking over me. I choose not to support disrespectful and greedy owners / employees of any sort. Very ugly treatment toward their patrons. Save yourself a few bucks and go to the next one.",0,1,0,0
22015,30,1,2019-09-27,"The cashier this morning in the drive-thru was either clearly not having a good day or that's just her attitude but she didn't seem so friendly. THIS is the part that I'm leaving a 1 star review, I would put no star if I could but I needed to put one in order to write this vial review. Once I got home from picking up my breakfast, I was ready to enjoy my food. When I took a bite from my bagel sandwich, I felt something like a string on my lip in the bite I just took and it was still connected to the sandwich, I look down and there I see a long black/grey thick hair STILL in the sandwich and a piece I just had bitten off from it. I was so discussed and in shock what I had seen in my food, I immediately spit it out and threw everything away. I can say THAT McDonald's has forever lost my service, after finding a HAIR in my food I don't trust anything else from there.",1,0,0,0
22016,27,4,2019-05-31,"I know it says Korean, but it seemed like a pretty basic teriyaki bowl. That said, it was well executed and tasted good. I got the beef and tried magic sauce and hot sauce. Definitely worth going to again, but maybe not crave worthy.",1,0,0,0
22017,22,5,2016-05-19,"Best place ever! Great prices, fantastic sushi, and quick service. The only bad thing is that it's very small. Would highly recommend any of the rolls and burritos. Definitely going again.",1,0,0,0
22018,28,1,2019-07-28,"Frozen hamburger patties from Walmart are better.
Their prices are outrageous. Now I know why I never see anybody eating there.",0,0,0,1
22019,35,3,2020-11-24,I had a online order. Their internet was down yet again like their shake machine always is. That being said. They didn't get my order till I got there at 2:30am. I got two large fries. One with extra salt thinking they would make fresh fries... Ooooh how was I wrong. Fries were lukewarm at best. Same goes for the nuggets. But the reason I gave them a 3 star is because they did hook me up with sauces.,1,0,0,0
22020,28,3,2017-11-18,"Haven't been to a five guys in quite some time, probably a year. I used to go to the one in florrisant all the time. Is it just me, or have the prices gone up? I mean really up. I spent almost $15 just on a burger n fries, at a fast food spot. To me that's a lot, like I could've went to a sit down restaurant, at those prices. Anyways, my burger was just so so, as were the fries. I didn't even finish the fries, that's so unlike me, I love fresh cut fries! So I proably won't be returning to a Five Guys anytime soon, I will just go to steak n shake instead, prices are more reasonable, and burgers are always fresh.",1,0,0,0
22021,22,5,2020-01-28,"Ummmmmmmm-azing

I only had the spicy tuna tacos, they were quite small but very delicious. 

The fresh cabbage (I think was suppose to be avocado, but still delicious) w/ spicy tuna & eel sauce. Stuffed Inside a fried wonton wrapper. 
I also really liked the pico on the side. 

It's obvious that they know what they are doing here. The flavors were amazing.",1,0,0,0
22022,34,2,2020-02-02,"I'd never been here before and needed to grab a quick bite while out running errands on a weekday evening.  There was just me and a car in front of me at the drive-thru window.  Even if this isn't considered fast-food, the wait was excessive.  I didn't really see that the car in front of me ordered a ton of food, but I waited way too long to get to the window and then place my order and wait some more.  I wondered if I was supposed to order at the menu, so I even backed up to check, and wasn't greeted, so I guess you order at the window.  I asked the girl if there was a speaker or way to order back there, and she said no.  So, I guess you order and get your food at the window and it just takes a long time.

I ordered a regular gyro ($4.99), and the free medium soda that was in the Yelp app for checking in.  I asked what was in the gyro (Gyro meat, Tzatziki sauce, tomato & onion) and asked about the onions - if they were finely diced, or ... ?  - and she said they have an onion chopper, so, yes, finely chopped.  No.  No, they were not.  I had giant pieces of raw onion in my gyro.  So, I opened it and picked them out (I like onions, but not big when raw).  But worse than that - the meat was so salty.  I mean nearly inedible salty.  And peppery - a little too much for my taste, but that could just be me.  But the salt.  Gah, that salt.  Too much.  I powered through my free soda trying to choke down that salty gyro.

Meh.",0,1,0,0
22023,34,1,2019-05-29,"Does anyone taste the food before serving?  The last two times we went to this location, the meat was so salty that it was almost inedible!  We love the gyros but will never return!",1,0,0,0
22024,24,4,2020-06-01,Their service is fast but watch out they have a tendency to forget part of the orders. They do go back to the store to bring the missing items but I'd be nice if they made sure all items were in the order when leaving the store before they deliver.,1,0,0,0
22025,24,5,2018-01-04,"I LIVE off Jimmy John's during finals week! I always order online and get it delivered to school, which makes it very convenient. They are always quick and timely and the individuals delivering have always been pleasant. There was one time where the delivery guy forgot to bring my drink and I told him to not worry about it and he insisted on turning around and getting it for me. If that's not good service, I'm not sure what is!",1,0,0,0
22026,34,4,2019-05-23,"I really like the food at the gyro shack and it's always fresh! One thing I would suggest though is maybe have the employees trained a little better on making any gyro into a rice bowl concept. I ordered the Z in a rice bowl and they had forgotten 3 major ingredients (feta, Peppercinis, and tzatziki sauce) which would have made it cheaper than what I originally paid for..I went back through the line to ask about the mess up and the girl was super nice and accommodating but she  didn't seem to know what all it was suppose to come on it..
Great food all in all.",1,0,0,0
22027,24,5,2019-10-05,I love this place! Lettuce-wrapped sammies are the best. Get #17 - ham and bacon - oink oink! Oh and love the pickles,1,0,0,0
22028,27,2,2018-10-17,Very disappointed.   Quality of the food was good.  It seems like the last few times the cost has gone up and the portions have gotten way less.   example... I do not  get rice and I had a plate.  I get all veggies and half chicken half beef.  The veggies on a plate was maybe about a cup of veggies.   My salad I could not hardly taste the dressing.   Very disappointed in this as it is not real cheap so I expect to get the same portion size when I go not way less.  Not sure I will go back as I can get bigger salad or meal for the same price elsewhere.  I do love the food so it is a bummer.,0,1,0,0
22029,35,1,2019-02-18,So I just got done working a 12 hour shift and I decided to stop by McDonald's well when I got home I realized my fry was only half full and I was missing one of my 20 piece chicken nuggets so I called the store and a lady answered the phone and I told her what happened she right away knew exactly what I was talking about she told me to come in tomorrow to get the 20 piece and she told me to put my fry in a ziplock baggie and bring it tomorrow in order to get a new fry and that it was company policy ... honestly wtf McDonald's(now mind you I work for a fast food company that's not at all true) save the fry really?!?Is your food cost that low  lets just say I'm not very happy and I won't be going to that location again!!,0,1,0,0
22030,34,5,2019-06-29,The most we have had to wait is about 5 minutes going through the drive through. The gyros are always so good and tasty. Highly recommend coming here!! The new greek fries are delicious!! Make your way over here!,1,0,0,0
22031,27,4,2018-06-25,I really like flame broil it is somewhat healthy fast food. The chicken taste great and I always get extra veggies or brown rice on the side. If your looking for a healthier teriyaki bowl with tasty chicken and veggies go to FB.,1,0,0,0
22032,36,4,2019-01-05,"Usually very happy with this location. Tonight we went for dinner, and the music was VERY loud playing hip-hop type music. It was difficult for my girlfriend and I to hold a conversation across the table. Any kind of music is tolerable, however it should just be background music. Will visit again, but only if we're albe to hold a conversation.",1,0,0,0
